id,producto_id,tipo,cantidad,fecha,usuario_id
3447,77,salida,61,2024-08-04 00:37:39,17
3448,88,entrada,85,2025-03-15 10:29:34,3
3449,119,entrada,5,2023-12-08 12:00:27,44
3450,128,entrada,48,2023-12-02 00:11:49,28
3451,60,entrada,79,2024-03-14 14:52:05,47
3452,52,entrada,14,2023-08-18 02:15:31,20
3453,84,entrada,28,2023-09-30 00:07:17,13
3454,114,salida,27,2024-11-25 01:12:55,34
3455,123,entrada,30,2023-10-27 10:54:21,37
3456,31,salida,94,2024-07-29 06:01:21,1
3457,8,entrada,97,2024-08-22 09:52:29,28
3458,145,entrada,7,2024-07-10 10:17:14,17
3459,74,entrada,27,2023-06-20 19:21:29,34
3460,109,salida,63,2023-10-26 10:14:28,34
3461,15,salida,27,2024-08-15 16:26:15,8
3462,42,entrada,69,2025-02-03 05:12:14,42
3463,62,salida,43,2024-05-13 23:55:36,20
3464,5,entrada,96,2025-02-19 20:39:45,4
3465,72,salida,11,2023-11-14 07:39:42,31
3466,41,entrada,43,2024-05-12 03:29:50,30
3467,16,salida,39,2024-02-10 17:36:55,36
3468,108,salida,18,2023-08-24 02:39:12,22
3469,95,entrada,95,2023-12-10 18:18:36,27
3470,142,salida,42,2024-01-21 02:11:37,40
3471,39,entrada,48,2024-06-25 19:11:23,43
3472,129,entrada,99,2024-12-13 14:00:25,10
3473,110,entrada,82,2025-02-03 19:34:25,19
3474,62,entrada,27,2023-11-10 11:30:44,26
3475,33,entrada,92,2023-05-08 17:00:25,50
3476,113,salida,42,2024-12-15 07:00:39,38
3477,75,salida,95,2023-06-26 19:31:18,17
3478,107,salida,51,2024-05-07 12:35:05,31
3479,157,salida,19,2023-06-13 06:14:59,25
3480,67,salida,78,2025-02-17 15:01:18,47
3481,18,entrada,11,2023-08-17 14:45:24,49
3482,146,entrada,95,2023-10-06 19:03:59,21
3483,18,entrada,10,2025-03-08 02:42:31,50
3484,57,salida,49,2023-06-02 06:55:14,22
3485,88,entrada,84,2025-01-01 17:59:04,27
3486,18,salida,47,2024-04-26 04:12:38,11
3487,141,salida,91,2023-11-01 11:09:11,27
3488,134,salida,62,2024-03-01 07:15:52,21
3489,2,entrada,72,2024-01-18 12:02:54,47
3490,136,salida,45,2023-11-20 16:54:40,16
3491,118,entrada,65,2023-12-24 10:30:24,24
3492,160,salida,4,2024-09-23 22:27:49,3
3493,112,salida,3,2023-11-27 09:55:03,39
3494,107,entrada,67,2024-10-03 12:34:11,35
3495,109,salida,51,2024-04-23 07:06:42,37
3496,80,entrada,9,2023-07-01 02:15:07,32
3497,10,salida,96,2025-04-20 21:22:38,7
3498,155,entrada,8,2023-12-25 09:40:46,2
3499,80,entrada,60,2024-06-26 20:48:49,14
3500,157,entrada,82,2025-01-12 22:15:41,20
3501,133,salida,15,2024-04-03 05:57:22,49
3502,19,salida,99,2023-05-30 16:13:46,3
3503,128,salida,78,2024-03-06 17:33:42,25
3504,102,salida,4,2024-04-29 19:26:56,16
3505,70,salida,40,2025-02-11 08:33:27,8
3506,25,entrada,94,2023-09-18 13:44:12,16
3507,68,entrada,75,2023-11-24 09:26:24,37
3508,58,salida,40,2023-06-02 01:12:34,46
3509,122,entrada,34,2025-01-10 03:30:57,22
3510,65,salida,93,2024-01-27 13:40:30,16
3511,27,salida,34,2024-03-02 07:34:32,45
3512,90,salida,39,2023-08-24 10:52:51,16
3513,97,salida,30,2023-06-20 00:33:23,9
3514,106,salida,6,2024-11-27 05:23:17,15
3515,101,entrada,47,2023-10-10 16:33:55,9
3516,26,salida,55,2023-08-26 12:56:21,21
3517,73,salida,71,2023-11-13 15:51:35,29
3518,110,salida,78,2023-07-23 02:41:32,7
3519,7,salida,91,2024-12-31 19:54:19,40
3520,13,entrada,8,2023-08-12 19:36:42,48
3521,54,salida,75,2024-02-20 07:11:50,17
3522,66,salida,88,2023-08-12 22:38:02,22
3523,24,salida,79,2024-05-01 17:11:11,22
3524,24,entrada,75,2024-07-28 19:04:20,48
3525,8,salida,22,2023-11-08 13:39:34,41
3526,39,salida,67,2023-09-05 10:30:42,8
3527,148,entrada,53,2023-10-29 20:56:57,11
3528,122,entrada,7,2025-05-01 11:05:12,30
3529,113,entrada,25,2024-04-15 03:21:12,31
3530,41,salida,20,2024-10-25 18:19:43,29
3531,81,salida,6,2025-02-14 10:27:30,20
3532,156,salida,55,2025-04-23 13:11:38,31
3533,76,salida,51,2024-12-13 22:46:54,26
3534,146,entrada,40,2024-07-01 22:12:07,26
3535,156,entrada,42,2024-04-29 05:07:08,43
3536,109,entrada,26,2023-07-11 13:57:36,1
3537,106,salida,58,2024-10-20 21:25:34,41
3538,83,entrada,86,2023-12-11 20:09:09,22
3539,86,salida,63,2025-04-15 00:46:38,23
3540,128,salida,1,2024-10-13 18:23:19,40
3541,137,entrada,41,2024-01-06 03:31:03,16
3542,10,salida,5,2023-08-14 05:57:06,37
3543,69,salida,47,2024-09-18 03:02:58,23
3544,139,entrada,77,2024-10-24 10:51:13,13
3545,24,entrada,83,2023-05-06 16:07:27,38
3546,71,entrada,42,2024-03-01 17:48:55,37
3547,51,salida,9,2024-02-29 02:23:46,49
3548,30,salida,33,2023-06-19 08:50:37,20
3549,160,entrada,75,2025-04-07 21:18:41,30
3550,55,entrada,8,2023-10-08 14:47:55,8
3551,12,entrada,33,2024-10-15 04:13:05,33
3552,41,entrada,28,2024-07-30 20:39:36,48
3553,71,salida,34,2025-01-24 03:47:57,24
3554,69,salida,85,2024-07-02 19:58:24,17
3555,131,entrada,45,2024-05-22 17:06:57,27
3556,47,salida,12,2025-02-18 00:07:23,49
3557,154,entrada,11,2023-06-05 21:21:01,26
3558,49,salida,43,2024-12-20 07:22:36,16
3559,107,salida,59,2025-03-31 06:28:20,3
3560,55,entrada,4,2024-07-01 21:14:47,2
3561,15,entrada,53,2023-07-20 11:28:00,32
3562,56,salida,26,2024-10-12 18:56:23,16
3563,85,entrada,66,2024-09-06 05:24:00,18
3564,30,salida,7,2025-01-22 01:38:52,50
3565,19,entrada,54,2023-11-21 15:54:05,29
3566,160,entrada,56,2023-10-13 09:27:27,49
3567,157,salida,49,2024-09-03 12:01:35,17
3568,105,entrada,40,2024-02-07 14:25:08,12
3569,76,salida,3,2024-10-24 01:23:11,15
3570,47,entrada,37,2024-07-05 15:09:10,48
3571,47,entrada,100,2023-10-25 13:21:59,9
3572,8,salida,49,2023-09-29 23:41:21,3
3573,76,salida,3,2023-07-17 20:49:17,40
3574,127,entrada,42,2024-08-11 08:53:34,17
3575,107,salida,45,2024-06-11 18:49:45,6
3576,115,salida,63,2024-12-20 22:52:17,2
3577,141,entrada,69,2024-07-11 15:55:25,10
3578,16,entrada,65,2023-06-10 05:59:43,5
3579,127,salida,33,2024-04-08 14:40:49,30
3580,156,entrada,39,2024-11-17 09:33:43,5
3581,143,entrada,57,2024-08-22 12:55:04,29
3582,74,salida,24,2025-03-02 02:21:43,32
3583,103,salida,4,2023-12-31 21:42:52,37
3584,115,salida,17,2025-02-03 11:05:51,9
3585,75,salida,44,2023-12-19 11:54:27,20
3586,150,entrada,93,2023-11-11 01:27:52,40
3587,38,salida,37,2024-05-22 07:34:42,3
3588,36,entrada,57,2024-02-26 16:29:37,4
3589,79,entrada,55,2024-07-14 06:42:42,40
3590,59,salida,51,2023-12-15 07:01:02,35
3591,18,salida,20,2023-07-01 13:16:25,19
3592,3,salida,75,2023-09-30 06:42:29,45
3593,82,entrada,69,2024-10-01 19:20:14,5
3594,6,entrada,11,2024-10-26 05:39:44,20
3595,145,entrada,18,2024-09-21 19:35:07,25
3596,27,salida,42,2024-04-29 18:00:31,2
3597,73,salida,42,2023-12-13 03:52:59,44
3598,102,salida,23,2024-01-19 10:15:32,14
3599,75,entrada,66,2024-05-04 08:07:56,33
3600,55,salida,36,2023-07-29 14:02:29,29
3601,41,salida,24,2023-06-25 00:37:29,24
3602,140,entrada,100,2024-04-14 19:45:02,19
3603,124,entrada,1,2023-06-12 00:55:50,4
3604,7,entrada,53,2024-10-03 01:53:01,18
3605,99,entrada,25,2023-06-30 17:11:31,20
3606,57,salida,16,2024-09-20 02:24:27,27
3607,140,entrada,69,2023-11-17 12:12:37,46
3608,147,salida,95,2024-06-23 16:21:35,38
3609,21,salida,66,2024-12-16 01:35:03,19
3610,3,entrada,60,2023-06-30 04:41:47,25
3611,76,salida,16,2025-02-25 08:18:33,44
3612,117,salida,86,2023-08-18 10:01:17,28
3613,148,entrada,43,2024-12-31 03:44:54,30
3614,143,entrada,97,2023-08-18 17:08:03,7
3615,128,entrada,14,2024-01-26 20:15:38,30
3616,7,entrada,66,2025-02-24 09:24:03,14
3617,47,entrada,17,2023-06-16 16:56:39,29
3618,16,entrada,92,2024-12-21 01:34:17,9
3619,93,salida,9,2024-11-06 01:47:09,11
3620,61,entrada,25,2025-02-17 12:56:59,5
3621,136,entrada,55,2025-03-30 02:25:14,45
3622,77,salida,53,2024-10-15 01:21:28,37
3623,128,entrada,70,2023-12-18 16:38:13,48
3624,24,salida,90,2025-04-28 18:13:36,42
3625,90,entrada,18,2025-04-08 02:17:35,31
3626,141,salida,33,2023-12-21 10:43:12,19
3627,12,salida,9,2023-06-26 15:34:18,15
3628,120,entrada,46,2025-02-25 00:39:42,20
3629,118,salida,100,2024-06-27 21:06:14,43
3630,116,entrada,83,2025-01-07 02:34:09,49
3631,90,salida,47,2025-01-04 22:45:55,39
3632,105,entrada,60,2023-05-25 22:08:44,3
3633,64,entrada,92,2024-07-24 14:45:20,8
3634,72,entrada,85,2023-12-18 01:29:47,9
3635,93,entrada,82,2023-06-16 12:29:16,3
3636,35,salida,31,2024-02-03 01:18:29,10
3637,129,entrada,89,2025-03-29 00:59:52,27
3638,96,entrada,80,2025-03-19 13:14:21,24
3639,111,entrada,92,2025-03-04 10:26:54,16
3640,1,entrada,30,2025-02-28 03:30:24,24
3641,136,salida,35,2024-07-15 00:20:33,32
3642,118,salida,54,2023-12-20 02:18:26,18
3643,20,entrada,7,2023-08-07 08:52:36,41
3644,75,entrada,23,2023-07-31 23:14:24,5
3645,102,salida,67,2024-10-26 23:39:23,16
3646,5,entrada,32,2023-09-11 08:30:25,18
3647,12,entrada,47,2024-01-21 14:10:59,46
3648,86,entrada,42,2023-08-31 15:38:31,1
3649,122,salida,5,2023-07-19 14:12:21,17
3650,56,entrada,52,2023-07-20 10:15:23,26
3651,116,entrada,5,2025-03-15 02:43:49,13
3652,19,entrada,90,2023-09-11 12:56:23,9
3653,73,entrada,14,2023-11-22 15:53:17,2
3654,18,salida,88,2024-04-02 13:14:54,39
3655,151,salida,46,2024-07-18 19:31:55,10
3656,37,entrada,75,2024-02-26 11:31:06,50
3657,65,entrada,77,2024-11-01 19:22:08,3
3658,6,entrada,95,2025-04-08 20:06:19,5
3659,42,entrada,55,2024-04-02 19:54:24,33
3660,31,salida,44,2024-04-23 02:24:44,20
3661,129,entrada,5,2023-12-02 07:49:29,15
3662,22,salida,58,2024-10-20 12:42:42,44
3663,87,salida,57,2023-09-10 19:08:40,17
3664,24,entrada,88,2023-11-14 15:11:11,50
3665,104,salida,11,2023-08-25 00:04:53,20
3666,70,entrada,40,2024-09-02 17:08:55,29
3667,102,entrada,20,2025-01-13 15:06:50,15
3668,159,salida,90,2024-11-15 13:58:05,31
3669,134,salida,80,2023-07-01 15:48:12,31
3670,154,entrada,32,2023-12-06 01:00:36,5
3671,56,salida,96,2024-05-13 10:39:22,33
3672,52,entrada,84,2024-02-24 07:46:41,2
3673,36,entrada,68,2023-09-08 22:01:09,10
3674,118,entrada,55,2024-04-14 02:38:27,35
3675,68,salida,44,2024-04-27 02:47:20,48
3676,132,entrada,59,2024-03-11 04:39:43,24
3677,5,salida,79,2025-02-15 21:55:10,9
3678,122,salida,88,2024-09-13 04:10:19,41
3679,45,entrada,12,2024-04-25 15:31:59,16
3680,151,entrada,40,2023-10-19 13:52:52,35
3681,36,salida,8,2023-11-19 13:17:17,9
3682,128,salida,30,2023-08-07 10:04:27,32
3683,7,entrada,32,2023-10-03 11:55:34,9
3684,65,salida,77,2023-05-25 04:32:56,43
3685,83,entrada,87,2023-05-23 12:50:19,9
3686,51,salida,70,2023-12-17 11:35:50,28
3687,94,salida,35,2024-03-29 01:27:54,47
3688,13,entrada,55,2024-12-02 04:36:29,11
3689,11,salida,49,2024-09-26 12:11:52,37
3690,104,salida,89,2025-01-14 15:07:19,8
3691,96,entrada,95,2023-08-09 03:57:05,37
3692,34,salida,54,2023-06-28 16:18:55,2
3693,153,salida,41,2024-08-12 16:57:42,16
3694,86,salida,98,2023-06-27 06:53:51,6
3695,116,salida,68,2024-12-30 23:13:14,42
3696,13,entrada,62,2024-12-22 21:09:24,8
3697,10,salida,82,2024-11-26 15:21:48,13
3698,65,entrada,80,2023-12-25 22:54:48,37
3699,70,salida,16,2023-06-18 01:41:54,4
3700,43,entrada,70,2024-10-21 02:11:59,37
3701,29,salida,41,2025-04-08 12:14:46,19
3702,88,entrada,12,2024-07-14 23:31:50,29
3703,50,salida,87,2024-10-13 10:03:29,5
3704,73,salida,51,2024-06-25 18:49:55,45
3705,119,entrada,7,2024-10-28 22:43:30,13
3706,34,entrada,12,2024-10-07 21:08:35,44
3707,76,entrada,74,2024-08-24 12:10:35,49
3708,69,salida,92,2025-05-01 23:48:38,24
3709,141,entrada,79,2024-03-12 22:08:05,4
3710,27,entrada,2,2023-09-10 09:07:48,4
3711,60,salida,6,2023-08-25 10:55:00,12
3712,152,salida,75,2024-09-10 10:24:06,29
3713,14,entrada,83,2023-12-18 11:10:10,27
3714,19,entrada,52,2024-02-21 13:09:43,19
3715,66,entrada,64,2025-04-30 17:14:32,24
3716,6,entrada,73,2025-02-17 02:18:59,44
3717,82,entrada,30,2024-11-26 21:27:37,2
3718,50,entrada,18,2025-04-08 18:23:56,19
3719,151,salida,51,2024-01-05 21:28:34,39
3720,93,salida,15,2023-06-04 12:58:42,27
3721,1,entrada,47,2023-12-18 08:41:21,35
3722,109,salida,46,2024-09-24 02:55:44,1
3723,4,salida,34,2023-11-01 01:20:06,32
3724,85,salida,15,2023-06-30 17:17:09,2
3725,30,salida,22,2024-02-12 07:13:53,20
3726,117,entrada,84,2024-06-13 08:49:37,46
3727,42,entrada,91,2025-03-09 21:56:46,46
3728,12,entrada,71,2025-03-24 00:45:22,49
3729,146,salida,40,2025-03-09 11:09:15,35
3730,63,entrada,78,2023-10-01 20:58:32,2
3731,104,entrada,82,2024-01-05 23:48:44,13
3732,97,entrada,16,2023-08-16 18:35:31,6
3733,144,entrada,92,2024-12-14 15:26:39,48
3734,67,entrada,91,2025-03-30 15:45:30,32
3735,160,entrada,8,2024-11-25 02:13:48,20
3736,30,entrada,62,2024-09-19 13:00:07,48
3737,51,entrada,82,2024-09-15 18:00:14,33
3738,6,entrada,69,2024-03-03 07:50:50,38
3739,138,salida,13,2024-06-19 18:50:59,47
3740,101,entrada,52,2023-06-03 04:35:07,7
3741,33,entrada,44,2023-11-01 02:47:57,22
3742,24,entrada,60,2024-03-14 09:11:55,30
3743,7,entrada,96,2024-02-23 12:17:12,37
3744,99,salida,70,2023-12-30 23:31:18,14
3745,150,entrada,46,2024-03-21 12:05:48,5
3746,73,entrada,23,2025-04-30 21:06:10,5
3747,152,entrada,30,2023-05-13 04:57:57,45
3748,57,salida,15,2025-01-29 04:58:50,48
3749,56,salida,40,2025-03-13 23:58:33,40
3750,103,entrada,50,2023-08-27 03:10:54,46
3751,7,entrada,83,2025-04-19 00:11:25,44
3752,39,salida,30,2024-11-10 16:43:58,29
3753,123,salida,31,2024-08-13 05:48:18,31
3754,152,salida,45,2023-06-13 03:30:14,15
3755,96,entrada,35,2024-11-23 20:35:46,10
3756,9,entrada,92,2023-10-23 17:33:24,42
3757,94,salida,91,2023-10-18 02:52:49,38
3758,152,salida,82,2023-09-18 13:47:40,39
3759,30,salida,96,2024-02-04 00:11:37,31
3760,154,salida,21,2023-06-12 04:24:20,44
3761,45,entrada,13,2023-06-25 18:11:53,27
3762,140,entrada,30,2024-09-18 10:43:48,49
3763,153,entrada,32,2024-02-04 02:32:24,35
3764,109,salida,10,2023-05-09 22:58:51,14
3765,93,entrada,89,2023-06-01 07:58:05,26
3766,38,entrada,73,2024-11-10 03:04:14,38
3767,2,entrada,30,2025-03-25 08:23:47,8
3768,15,entrada,42,2024-06-20 00:38:00,2
3769,17,salida,35,2023-12-07 14:34:55,23
3770,56,entrada,26,2023-12-29 03:46:54,16
3771,122,salida,93,2024-08-25 08:23:15,47
3772,148,entrada,27,2024-12-08 12:27:49,46
3773,33,entrada,61,2024-03-17 00:28:03,41
3774,129,entrada,90,2025-04-19 15:27:17,35
3775,45,entrada,43,2024-08-22 18:54:41,2
3776,90,entrada,43,2023-08-03 15:31:04,50
3777,85,salida,36,2023-08-31 19:04:39,37
3778,88,salida,70,2025-01-23 23:39:54,29
3779,147,entrada,26,2024-07-30 10:17:41,40
3780,138,entrada,41,2023-11-13 14:48:12,39
3781,159,salida,53,2024-08-19 17:58:27,9
3782,56,salida,29,2023-10-15 23:12:42,8
3783,92,salida,76,2025-01-16 19:47:08,29
3784,144,entrada,85,2024-12-13 14:16:54,29
3785,39,entrada,94,2024-02-17 21:08:04,11
3786,130,entrada,16,2023-10-16 12:34:07,16
3787,74,entrada,20,2025-01-28 11:52:54,9
3788,150,entrada,6,2023-06-14 05:41:20,14
3789,114,salida,64,2024-04-13 13:47:07,27
3790,128,salida,25,2025-03-30 13:24:23,38
3791,60,entrada,79,2024-04-12 11:35:09,8
3792,37,entrada,24,2024-05-07 14:53:15,34
3793,132,entrada,18,2024-05-08 19:13:52,18
3794,143,entrada,27,2024-05-16 08:15:04,21
3795,72,salida,10,2023-09-05 13:23:13,28
3796,83,entrada,11,2023-06-25 20:50:39,50
3797,25,salida,90,2023-08-20 11:25:13,44
3798,29,entrada,22,2024-11-06 16:44:18,8
3799,30,salida,21,2025-03-25 02:28:38,14
3800,18,entrada,31,2023-07-24 14:25:24,11
3801,32,entrada,82,2024-01-19 01:58:48,25
3802,159,salida,42,2024-08-02 19:15:32,50
3803,106,salida,21,2024-05-28 09:31:35,12
3804,29,entrada,62,2024-12-29 23:22:52,6
3805,50,entrada,96,2024-10-03 16:49:18,15
3806,63,salida,23,2024-11-02 03:13:38,10
3807,42,salida,47,2023-11-07 19:00:28,29
3808,126,entrada,55,2024-07-17 05:01:17,13
3809,125,entrada,16,2023-12-26 07:11:45,45
3810,16,salida,31,2024-01-20 05:10:48,19
3811,53,entrada,33,2025-02-20 16:24:36,32
3812,53,entrada,18,2024-11-28 17:58:03,24
3813,155,salida,97,2025-04-26 13:40:39,1
3814,156,entrada,58,2023-09-20 19:42:56,38
3815,52,salida,83,2024-03-22 01:03:32,15
3816,78,entrada,28,2023-08-07 04:07:40,4
3817,26,salida,46,2024-05-21 10:32:08,43
3818,66,salida,24,2023-11-14 01:49:02,5
3819,69,entrada,66,2023-09-09 23:39:03,47
3820,36,entrada,29,2024-05-27 10:17:22,49
3821,77,entrada,46,2024-09-21 03:25:33,17
3822,3,entrada,77,2023-07-15 02:01:40,33
3823,123,entrada,30,2023-08-14 11:21:14,4
3824,13,salida,64,2023-09-24 02:05:11,30
3825,128,entrada,12,2023-10-14 23:02:20,9
3826,123,entrada,31,2023-12-11 00:39:53,44
3827,25,salida,85,2024-07-10 15:59:43,18
3828,4,entrada,61,2024-04-22 16:18:28,45
3829,94,entrada,44,2024-02-11 01:29:32,12
3830,35,salida,9,2025-03-09 16:02:51,3
3831,84,salida,16,2025-01-29 00:52:11,50
3832,20,salida,86,2023-10-13 10:03:48,18
3833,102,entrada,84,2024-02-10 10:08:50,50
3834,141,entrada,9,2024-02-05 17:22:42,11
3835,118,entrada,52,2023-06-25 18:39:19,5
3836,59,salida,89,2024-07-01 09:36:42,17
3837,138,entrada,38,2023-07-06 19:20:59,9
3838,17,salida,4,2023-10-09 23:19:56,18
3839,156,salida,23,2023-10-19 14:34:36,6
3840,51,entrada,73,2023-05-17 23:52:29,8
3841,160,salida,65,2024-07-22 16:32:20,14
3842,18,entrada,43,2025-03-17 19:56:25,50
3843,155,salida,97,2025-04-15 17:02:04,36
3844,85,salida,94,2023-07-11 02:53:59,31
3845,89,salida,83,2024-02-22 10:03:08,25
3846,76,entrada,40,2023-12-02 21:46:38,46
3847,112,entrada,16,2024-06-25 04:06:51,6
3848,152,entrada,77,2025-03-23 22:48:15,2
3849,67,salida,97,2024-08-05 11:17:31,47
3850,67,salida,45,2025-03-19 21:25:05,46
3851,123,entrada,36,2024-01-22 14:33:36,36
3852,9,entrada,35,2023-10-17 07:12:08,5
3853,23,salida,56,2025-03-29 20:32:55,34
3854,71,salida,3,2024-04-04 06:00:44,49
3855,53,salida,94,2023-08-24 06:58:05,43
3856,9,salida,4,2024-12-05 09:31:27,32
3857,47,salida,85,2025-01-17 10:21:12,27
3858,89,entrada,75,2025-04-28 00:54:24,29
3859,106,salida,2,2023-10-07 01:08:50,49
3860,16,salida,46,2025-03-28 17:25:36,37
3861,25,entrada,1,2024-05-05 14:40:28,4
3862,1,salida,41,2024-08-15 08:51:11,38
3863,117,entrada,30,2024-01-22 03:02:23,41
3864,61,salida,20,2024-04-18 02:12:32,31
3865,130,salida,44,2023-10-27 12:04:05,40
3866,85,entrada,38,2024-11-10 21:26:28,5
3867,80,entrada,79,2024-11-06 06:39:55,23
3868,52,salida,10,2024-08-25 14:59:10,20
3869,63,entrada,17,2025-03-17 19:29:25,44
3870,3,entrada,49,2024-05-21 21:17:53,3
3871,61,salida,16,2024-03-24 14:57:41,48
3872,81,entrada,7,2024-04-17 11:21:04,37
3873,82,salida,31,2024-11-26 15:38:13,48
3874,115,salida,1,2024-03-01 06:57:07,31
3875,24,entrada,46,2023-08-24 07:15:03,19
3876,101,entrada,74,2024-03-09 08:24:51,7
3877,62,salida,46,2024-03-30 20:25:47,32
3878,36,entrada,43,2024-05-08 09:52:31,39
3879,37,salida,37,2023-10-21 04:13:27,19
3880,114,entrada,78,2024-09-06 08:57:23,32
3881,85,entrada,90,2024-07-31 05:10:39,13
3882,92,salida,79,2024-01-09 03:09:20,49
3883,15,entrada,71,2023-12-23 14:49:41,47
3884,140,entrada,37,2024-12-23 01:45:53,46
3885,15,salida,73,2023-09-21 05:40:34,26
3886,56,salida,8,2024-10-04 02:46:24,4
3887,37,salida,61,2023-09-20 05:25:39,11
3888,35,salida,97,2024-05-02 10:23:46,15
3889,73,salida,22,2023-07-18 11:56:38,45
3890,96,entrada,57,2024-02-14 04:37:09,3
3891,86,salida,94,2023-08-25 02:51:44,5
3892,25,salida,20,2023-07-27 23:20:55,10
3893,44,entrada,20,2024-04-20 12:58:41,22
3894,81,entrada,92,2024-04-17 18:41:50,39
3895,138,entrada,32,2023-07-08 19:25:06,33
3896,16,salida,2,2023-11-02 05:13:45,21
3897,57,salida,67,2025-04-20 00:52:54,4
3898,31,entrada,14,2023-06-16 07:07:49,17
3899,83,entrada,55,2025-01-08 00:48:12,40
3900,73,entrada,100,2024-01-24 03:55:36,30
3901,153,entrada,1,2024-05-04 11:23:52,48
3902,78,salida,32,2023-09-17 09:33:54,34
3903,148,entrada,1,2023-07-08 17:40:13,8
3904,111,entrada,84,2024-05-28 15:19:52,35
3905,47,salida,70,2025-04-27 03:09:39,37
3906,130,entrada,17,2023-08-25 03:04:23,21
3907,22,salida,5,2024-01-28 08:49:27,34
3908,136,entrada,60,2023-10-12 13:48:54,27
3909,73,salida,22,2023-09-28 15:32:01,23
3910,75,entrada,39,2023-12-26 08:32:02,50
3911,93,entrada,89,2023-07-29 04:59:27,4
3912,112,entrada,69,2024-09-29 19:18:47,3
3913,85,salida,62,2024-06-24 11:47:48,40
3914,64,salida,85,2024-12-03 21:26:32,29
3915,110,salida,6,2025-03-20 01:13:29,1
3916,124,salida,5,2024-05-19 04:46:24,14
3917,31,entrada,65,2023-08-03 22:42:18,8
3918,137,entrada,63,2023-12-23 09:25:22,38
3919,142,entrada,71,2023-07-24 05:19:41,44
3920,87,salida,16,2024-03-17 01:17:11,3
3921,16,salida,37,2024-12-11 21:12:53,15
3922,72,salida,30,2023-08-08 17:52:59,10
3923,18,salida,17,2023-10-16 23:48:20,2
3924,68,entrada,55,2025-03-26 07:22:04,48
3925,82,entrada,52,2023-10-09 12:00:36,25
3926,109,entrada,15,2023-09-25 13:59:06,24
3927,132,entrada,13,2024-12-19 11:56:22,49
3928,14,salida,91,2023-08-01 23:12:20,49
3929,113,salida,57,2024-10-28 05:04:59,43
3930,104,entrada,97,2024-03-25 07:04:06,26
3931,137,salida,35,2024-10-02 11:03:59,8
3932,24,entrada,27,2023-08-24 01:53:13,47
3933,103,entrada,58,2023-10-28 05:34:01,8
3934,53,salida,32,2023-07-05 10:30:49,19
3935,97,entrada,97,2023-12-21 19:12:17,45
3936,14,salida,68,2024-02-29 13:07:59,10
3937,49,salida,45,2023-09-21 05:01:37,28
3938,54,entrada,57,2024-09-16 16:37:46,43
3939,27,salida,93,2024-05-27 07:25:59,32
3940,3,salida,36,2023-10-22 02:37:57,38
3941,35,salida,99,2025-02-13 06:17:29,25
3942,101,salida,24,2024-12-28 12:16:27,49
3943,121,salida,44,2023-11-24 19:38:35,33
3944,16,entrada,13,2025-03-17 00:48:16,6
3945,88,entrada,9,2025-04-20 08:08:36,1
3946,35,entrada,64,2024-12-28 13:01:04,31
3947,8,entrada,52,2024-04-28 16:13:32,27
3948,151,entrada,54,2023-11-22 12:38:15,11
3949,158,salida,40,2024-12-08 11:44:03,12
3950,36,entrada,73,2023-07-02 10:26:46,19
3951,8,salida,10,2024-12-14 02:01:06,3
3952,3,entrada,26,2024-04-18 09:23:01,20
3953,123,entrada,42,2023-10-06 15:22:28,20
3954,103,salida,62,2023-05-08 20:12:26,24
3955,156,salida,72,2025-01-25 17:52:25,17
3956,137,salida,49,2025-01-26 04:31:04,12
3957,55,entrada,7,2024-05-22 12:33:33,17
3958,107,salida,25,2023-09-12 09:48:21,33
3959,120,entrada,37,2023-12-11 20:00:59,8
3960,139,entrada,53,2024-01-05 08:45:09,44
3961,104,salida,6,2024-09-29 05:54:58,6
3962,16,entrada,47,2024-06-21 20:24:56,44
3963,4,entrada,12,2025-04-15 11:53:37,3
3964,9,entrada,96,2024-04-12 11:59:37,25
3965,85,entrada,80,2024-04-15 21:39:07,17
3966,126,entrada,79,2024-03-12 14:06:22,48
3967,33,salida,48,2024-06-29 20:26:52,34
3968,63,entrada,48,2024-10-09 07:24:10,41
3969,152,salida,80,2023-06-15 03:13:12,37
3970,65,entrada,11,2023-09-29 12:36:50,31
3971,112,entrada,20,2025-05-05 06:35:50,8
3972,86,salida,22,2023-08-14 08:16:38,49
3973,111,entrada,45,2023-08-04 20:37:34,31
3974,46,entrada,14,2023-12-29 10:58:36,12
3975,29,entrada,59,2024-05-31 20:54:14,28
3976,128,salida,94,2024-12-20 04:43:19,7
3977,94,salida,41,2023-07-08 13:04:01,19
3978,19,entrada,86,2024-10-16 22:06:07,46
3979,19,salida,27,2023-10-27 02:24:48,24
3980,95,salida,22,2024-04-17 13:59:09,8
3981,98,entrada,53,2023-11-07 10:41:43,48
3982,6,entrada,50,2023-07-08 08:45:34,17
3983,114,entrada,62,2023-12-29 07:47:49,9
3984,56,salida,57,2023-05-12 03:15:21,33
3985,157,salida,56,2024-01-04 23:21:00,26
3986,153,entrada,5,2025-04-27 06:43:18,10
3987,156,entrada,84,2024-11-17 12:10:24,23
3988,140,salida,80,2024-08-07 01:29:23,21
3989,24,entrada,74,2025-03-04 05:38:59,23
3990,103,salida,58,2023-08-04 15:41:51,16
3991,129,entrada,84,2023-10-13 01:34:02,9
3992,134,entrada,73,2023-06-23 02:36:52,36
3993,36,salida,77,2024-09-08 21:19:10,40
